time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2017-05-01T14:21:13.010Z,59.7689,-136.6818,10,5.7,mb,,70,0.754,0.49,us,us10008ptp,2019-06-18T20:47:37.736Z,"84km WNW of Skagway, Alaska",earthquake,6.6,1.8,0.056,114,reviewed,us,us
2017-05-02T15:10:22.440Z,-11.7119,-13.9378,10,5.9,mww,,57,9.005,0.5,us,us10008n0i,2017-07-29T03:16:16.040Z,"Ascension Island region",earthquake,5.1,1.8,0.073,18,reviewed,us,us
2017-05-03T04:47:13.380Z,39.4939,71.4438,11,6,mww,,25,0.741,0.75,us,us10008npq,2020-01-03T00:08:42.674Z,"29km NNW of Karakenja, Tajikistan",earthquake,4.6,1.8,0.06,27,reviewed,us,us
2017-05-05T05:09:35.970Z,39.4789,71.4223,10,5.8,mww,,20,0.742,1.03,us,us10008pk9,2020-01-03T00:08:59.691Z,"28km NNW of Karakenja, Tajikistan",earthquake,4.9,1.8,0.054,33,reviewed,us,us
2017-05-06T00:16:09.640Z,-60.827,-38.016,12,5.9,mww,,28,3.296,0.89,us,us10008pz3,2017-07-29T03:16:24.040Z,"Scotia Sea",earthquake,7.4,1.3,0.058,29,reviewed,us,us
2017-05-08T15:31:26.530Z,51.0251,-177.0116,17,5.7,mww,,66,0.832,1.07,us,us10008qgx,2019-06-18T21:05:27.159Z,"98km SSW of Adak, Alaska",earthquake,4.8,1.7,0.045,47,reviewed,us,us
2017-05-08T15:47:29.150Z,51.045,-176.9868,17,5.9,mww,,35,0.814,1.15,us,us10008qh7,2019-06-18T21:05:32.423Z,"95km SSW of Adak, Alaska",earthquake,4.7,1.8,0.05,39,reviewed,us,us
2017-05-08T17:00:47.520Z,51.7344,-178.5875,13,6.2,mww,,23,0.11,0.97,us,us10008qhu,2019-06-18T21:05:44.441Z,"34km WSW of Tanaga Volcano, Alaska",earthquake,4.1,1.7,,,reviewed,us,us
2017-05-09T01:54:14.550Z,24.45,126.3174,10,6,mww,,42,2.959,0.83,us,us10008qnw,2018-07-25T18:14:06.049Z,"111km ESE of Hirara, Japan",earthquake,6,1.7,0.039,62,reviewed,us,us
2017-05-09T08:59:03.370Z,51.0331,-177.0439,16,5.5,mww,,57,0.738,1.07,us,us10008qqm,2019-06-18T21:09:09.519Z,"97km SSW of Adak, Alaska",earthquake,4.5,1.7,0.058,29,reviewed,us,us
2017-05-09T13:52:10.940Z,-14.5884,167.3767,169,6.8,mww,,19,7.495,0.97,us,us10008qsb,2020-01-03T00:09:14.308Z,"62km NE of Port-Olry, Vanuatu",earthquake,8.7,1.9,0.052,35,reviewed,us,us
2017-05-10T07:59:57.450Z,51.7607,-178.4805,11,5.8,mww,,28,0.168,1.08,us,us10008r2h,2019-06-18T21:12:29.081Z,"27km WSW of Tanaga Volcano, Alaska",earthquake,5.9,1.7,0.037,70,reviewed,us,us
2017-05-10T23:23:36.830Z,-56.414,-25.7432,15,6.5,mww,,17,6.489,0.88,us,us10008rb6,2017-08-01T23:02:28.040Z,"95km ENE of Visokoi Island, South Georgia and the South Sandwich Islands",earthquake,7.5,1.3,0.041,56,reviewed,us,us
2017-05-11T01:09:43.070Z,-56.3967,-25.7871,10,5.6,mww,,54,6.461,0.81,us,us10008rd3,2017-08-01T23:02:28.040Z,"93km ENE of Visokoi Island, South Georgia and the South Sandwich Islands",earthquake,9.9,1.7,0.089,12,reviewed,us,us
2017-05-11T15:41:11.640Z,-56.5845,-25.8438,13,5.7,mww,,26,6.481,0.75,us,us10008rhi,2017-08-01T23:02:29.040Z,"84km E of Visokoi Island, South Georgia and the South Sandwich Islands",earthquake,8.1,1.7,0.103,9,reviewed,us,us
2017-05-12T00:46:56.720Z,-27.6765,-176.5945,40,5.6,mww,,34,1.955,1.47,us,us10008rri,2017-08-01T23:02:30.040Z,"217km NE of Raoul Island, New Zealand",earthquake,6.5,1.9,0.061,26,reviewed,us,us
2017-05-12T10:41:26.710Z,12.9187,-90.0611,16,6.2,mww,,22,1.111,1.03,us,us10008rtu,2017-08-01T23:02:31.040Z,"78km SSW of Acajutla, El Salvador",earthquake,5.4,1.6,0.031,100,reviewed,us,us
2017-05-13T18:00:59.520Z,37.7693,57.2058,8,5.6,mww,,36,0.738,1.12,us,us10008s7b,2020-01-03T00:09:37.132Z,"34km NNW of Bojnurd, Iran",earthquake,5.5,1.8,0.069,20,reviewed,us,us
2017-05-14T19:44:25.160Z,-20.8287,-68.711,116,5.7,mww,,27,0.756,1.35,us,us10008sfd,2017-08-05T03:32:07.040Z,"163km ESE of Iquique, Chile",earthquake,5.7,1.9,0.061,26,reviewed,us,us
2017-05-15T07:05:36.120Z,27.2254,130.0442,10,5.5,mww,,12,1.627,0.94,us,us10008si3,2017-08-05T03:32:07.040Z,"138km SSE of Naze, Japan",earthquake,6.3,1.7,0.047,44,reviewed,us,us
2017-05-15T13:22:38.630Z,-4.022,152.4781,10,6.2,mww,,21,7.515,0.82,us,us10008sjn,2020-01-03T00:09:50.526Z,"39km ENE of Rabaul, Papua New Guinea",earthquake,5.9,1.8,0.071,19,reviewed,us,us
2017-05-20T01:06:14.250Z,9.3818,123.9537,533,6,mww,,28,2.804,0.99,us,us10008tp0,2020-01-03T00:10:08.497Z,"25km S of Alburquerque, Philippines",earthquake,8,1.9,0.042,55,reviewed,us,us
2017-05-20T06:02:14.290Z,17.4893,-105.3228,10,5.7,mww,,127,2.043,0.77,us,us10008tqj,2019-02-18T03:36:20.778Z,"202km SSW of Manzanillo, Mexico",earthquake,7,1.9,0.047,44,reviewed,us,us
2017-05-20T17:58:46.470Z,17.0514,-94.088,144,5.7,mww,,36,0.762,1.35,us,us10008tuw,2020-01-03T00:10:26.994Z,"52km NW of Cintalapa de Figueroa, Mexico",earthquake,5.1,1.7,0.031,97,reviewed,us,us
2017-05-22T11:00:57.960Z,43.9238,147.7194,54,5.5,mww,,58,3.702,0.77,us,us10008u48,2017-08-10T01:33:57.040Z,"81km E of Shikotan, Russia",earthquake,7.7,1.8,0.069,20,reviewed,us,us
2017-05-24T09:10:14.280Z,-2.7898,122.118,10,5.7,mww,,27,1.855,0.86,us,us10008usv,2020-01-03T00:10:40.620Z,"115km E of Malili, Indonesia",earthquake,2.9,1.7,0.049,40,reviewed,us,us
2017-05-24T11:05:18.770Z,-10.0191,161.9535,52,5.5,mww,,29,2.059,1.33,us,us10008ut8,2020-01-03T00:10:55.519Z,"48km N of Kirakira, Solomon Islands",earthquake,8.4,1.9,0.073,18,reviewed,us,us
2017-05-24T16:36:00.050Z,52.322,-166.6659,10,5.9,mww,,47,1.326,0.85,us,us10008uvv,2019-06-18T21:23:15.390Z,"164km ESE of Nikolski, Alaska",earthquake,4.1,1.8,0.036,75,reviewed,us,us
2017-05-25T06:02:20.140Z,-22.3132,-176.3299,127,5.6,mww,,31,6.966,0.89,us,us10008v90,2017-08-10T01:34:01.040Z,"169km SW of Vaini, Tonga",earthquake,8.9,1.9,0.063,24,reviewed,us,us
2017-05-28T07:37:08.060Z,53.6537,-160.9873,16,5.7,mww,,165,1.64,0.75,us,us10008vvl,2019-06-18T22:32:35.685Z,"156km SW of Chernabura Island, Alaska",earthquake,3.7,1.9,0.052,35,reviewed,us,us
2017-05-29T14:35:21.510Z,-1.2923,120.4313,12,6.6,mww,,18,2.353,0.9,us,us10008w1z,2020-01-03T00:11:10.183Z,"28km WNW of Kasiguncu, Indonesia",earthquake,5.6,1.7,0.045,47,reviewed,us,us
2017-05-29T14:57:53.860Z,-37.3446,-71.6896,81.14,5.9,mww,,50,1.34,0.83,us,us10008w2b,2020-01-03T00:11:38.240Z,"60km ENE of Los Angeles, Chile",earthquake,6.5,3.5,0.043,52,reviewed,us,us
2017-05-30T11:29:51.800Z,-58.6284,-26.2419,76,5.7,mww,,32,7.151,0.83,us,us10008wej,2017-08-15T02:26:47.040Z,"47km NNE of Bristol Island, South Sandwich Islands",earthquake,9,1.8,0.086,13,reviewed,us,us
2017-05-31T06:29:31.530Z,19.0797,145.8362,117.83,5.5,mww,,14,5.537,1.06,us,us10008wst,2017-08-15T02:26:49.040Z,"38km NNE of Agrihan, Northern Mariana Islands",earthquake,8.7,4.2,0.069,20,reviewed,us,us
2017-06-02T22:24:47.440Z,54.0312,170.9196,5,6.8,mww,,12,2.308,0.91,us,us20009jd6,2019-06-18T22:36:28.655Z,"200km NW of Attu Station, Alaska",earthquake,6.7,1.7,0.038,68,reviewed,us,us
2017-06-02T23:48:17.940Z,-4.7348,145.1363,192.85,5.9,mww,,13,6.881,0.64,us,us20009jdx,2020-01-03T01:02:15.243Z,"91km NW of Madang, Papua New Guinea",earthquake,7.8,4,0.103,9,reviewed,us,us
2017-06-03T19:17:33.950Z,-62.5792,155.834,10,5.9,mww,,30,8.266,0.63,us,us20009kit,2017-08-15T02:26:53.040Z,"Balleny Islands region",earthquake,7.6,1.3,0.068,21,reviewed,us,us
2017-06-05T11:34:11.290Z,-4.072,-80.3583,49,5.6,mww,,25,0.596,1.05,us,us20009kr6,2020-01-03T01:02:30.287Z,"41km E of Papayal, Peru",earthquake,7.3,1.9,0.045,47,reviewed,us,us
2017-06-09T01:33:06.010Z,-16.8416,-177.7157,10,5.6,mww,,114,4.141,1.09,us,us20009lfa,2017-08-16T02:42:21.040Z,"285km S of Sigave, Wallis and Futuna",earthquake,12.9,1.8,0.068,21,reviewed,us,us
2017-06-10T05:42:14.520Z,-54.3039,-146.639,10,5.6,mww,,37,22.155,0.46,us,us20009lpe,2017-08-16T02:42:22.040Z,"Pacific-Antarctic Ridge",earthquake,10.5,0.7,0.083,14,reviewed,us,us
2017-06-10T18:47:31.100Z,14.3184,-93.0147,10,5.5,mww,,67,0.932,0.9,us,us20009lsg,2017-08-16T02:42:23.040Z,"77km SW of Puerto Madero, Mexico",earthquake,3.8,1.8,0.054,33,reviewed,us,us
2017-06-11T23:15:06.150Z,-8.3206,106.259,7,5.7,mww,,46,2.004,1.46,us,us20009lwc,2017-08-18T23:13:23.040Z,"109km SSW of Cibungur, Indonesia",earthquake,3.2,1.7,0.048,42,reviewed,us,us
2017-06-12T02:43:26.840Z,-31.5003,-71.76,27,5.7,mww,,47,0.714,0.91,us,us20009lwp,2020-01-03T01:02:43.337Z,"58km WNW of Illapel, Chile",earthquake,1.6,1.8,0.052,35,reviewed,us,us
2017-06-12T12:28:39.150Z,38.9296,26.365,12,6.3,mww,,55,1.77,0.76,us,us20009ly0,2020-01-03T01:02:56.755Z,"5km S of Plomarion, Greece",earthquake,5.3,1.7,0.035,78,reviewed,us,us
2017-06-14T00:25:37.230Z,-18.3246,168.728,13.6,5.8,mww,,55,2.814,0.98,us,us20009m97,2017-08-18T23:13:26.040Z,"78km SSE of Port-Vila, Vanuatu",earthquake,8.7,3.5,0.071,19,reviewed,us,us
2017-06-14T06:38:47.060Z,14.1546,-93.2645,10,5.5,mww,,84,1.223,1.31,us,us20009mbf,2017-08-18T23:13:27.040Z,"110km SW of Puerto Madero, Mexico",earthquake,4.3,1.8,0.03,108,reviewed,us,us
2017-06-14T07:29:04.390Z,14.9091,-92.0092,93,6.9,mww,,35,0.247,1.42,us,us20009mbt,2020-01-03T01:03:18.373Z,"2km SSW of San Pablo, Guatemala",earthquake,2.8,2.2,0.026,146,reviewed,us,us
2017-06-14T23:58:52.030Z,15.3234,-97.1756,14.03,5.5,mww,,70,0.671,1.03,us,us20009mji,2017-08-18T23:13:28.040Z,"59km SSW of Puerto Escondido, Mexico",earthquake,4.9,3,0.037,72,reviewed,us,us
2017-06-15T00:26:17.550Z,-30.5156,-178.0563,34,6,mww,,21,1.271,0.6,us,us20009mjp,2017-08-18T23:13:28.040Z,"129km NE of L'Esperance Rock, New Zealand",earthquake,7.3,1.8,0.058,29,reviewed,us,us
2017-06-15T11:42:16.040Z,-55.428,-124.7575,10,5.8,mww,,77,30.473,0.7,us,us20009msm,2017-08-18T23:13:28.040Z,"Southern East Pacific Rise",earthquake,13.2,1.9,0.08,15,reviewed,us,us
2017-06-16T19:37:25.300Z,-62.7405,-161.0921,10,5.7,mww,,57,18.173,0.9,us,us20009n59,2017-08-18T23:13:30.040Z,"Pacific-Antarctic Ridge",earthquake,9.1,1.6,0.069,20,reviewed,us,us
2017-06-17T13:47:39.370Z,11.3018,-86.6553,40,5.5,mww,,61,0.978,1.29,us,us20009n9r,2017-08-18T23:13:32.040Z,"55km SSW of Masachapa, Nicaragua",earthquake,5.9,1.9,0.04,60,reviewed,us,us
2017-06-17T22:26:02.010Z,-24.0927,179.6041,511,6.1,mww,,13,5.585,0.83,us,us20009nc2,2017-08-18T23:13:32.040Z,"South of the Fiji Islands",earthquake,9,1.9,0.053,34,reviewed,us,us
2017-06-19T09:15:45.460Z,-20.7488,-176.5421,278,5.9,mww,,38,5.915,1.37,us,us20009nju,2017-08-23T16:35:44.040Z,"144km WNW of Havelu, Tonga",earthquake,8,1.9,0.066,22,reviewed,us,us
2017-06-22T12:31:03.490Z,13.7174,-90.9718,38.12,6.8,mww,,38,1.065,1.46,us,us20009p1a,2020-01-03T01:03:44.067Z,"28km SW of Puerto San Jose, Guatemala",earthquake,6.8,3.5,0.028,123,reviewed,us,us
2017-06-24T02:37:18.480Z,-19.45,34.4882,27,5.6,mww,,30,7.306,0.7,us,us20009pf9,2020-01-03T01:04:05.626Z,"32km WNW of Dondo, Mozambique",earthquake,7.9,1.8,0.069,20,reviewed,us,us
2017-06-24T07:27:07.710Z,-41.2381,80.6383,10,5.5,mww,,57,4.176,0.68,us,us20009pgd,2017-08-23T16:35:50.040Z,"Mid-Indian Ridge",earthquake,9.9,1.9,0.061,26,reviewed,us,us
2017-06-24T16:09:14.320Z,-15.4141,-73.3855,97,5.7,mww,,59,4.139,1.36,us,us20009ph9,2020-01-03T01:04:18.834Z,"60km SE of Coracora, Peru",earthquake,7.8,1.9,0.06,27,reviewed,us,us
2017-06-25T03:01:59.140Z,-9.5404,66.17,10,5.6,mww,,60,10.509,1.08,us,us20009pjx,2017-09-27T02:03:11.040Z,"Mid-Indian Ridge",earthquake,5.2,1.7,0.073,18,reviewed,us,us
2017-06-25T17:42:24.410Z,-19.5519,-176.2265,10,6,mww,,82,5.713,1.3,us,us20009pmr,2017-09-27T02:03:12.040Z,"198km W of Pangai, Tonga",earthquake,8.3,1.3,0.058,29,reviewed,us,us
2017-06-27T00:14:37.290Z,-24.7909,-177.2158,132,5.5,mww,,27,4.481,0.96,us,us20009psx,2017-09-27T02:03:14.040Z,"South of the Fiji Islands",earthquake,8.1,1.8,0.083,14,reviewed,us,us
2017-06-28T12:07:32.050Z,43.798,147.8746,61,5.5,mww,,29,3.827,0.72,us,us20009q32,2017-09-27T02:03:16.040Z,"92km E of Shikotan, Russia",earthquake,7.7,1.9,0.059,28,reviewed,us,us
2017-06-28T18:20:55.450Z,-30.3103,-177.6618,19,6,mww,,56,1.086,0.9,us,us20009q4v,2017-09-27T02:03:17.040Z,"117km S of Raoul Island, New Zealand",earthquake,8.4,1.3,0.06,27,reviewed,us,us
2017-06-29T07:03:11.040Z,-31.1253,179.9257,404.82,6,mww,,52,2.638,0.83,us,us1000954z,2017-09-27T02:03:18.040Z,"116km WNW of L'Esperance Rock, New Zealand",earthquake,9.3,3.6,0.052,35,reviewed,us,us
2017-06-29T12:42:03.710Z,-4.574,153.0341,49,5.5,mww,,28,1.039,1.17,us,us1000959z,2020-01-03T00:12:05.301Z,"11km S of Taron, Papua New Guinea",earthquake,3.6,1.8,0.073,18,reviewed,us,us
2017-06-30T01:34:58.140Z,33.7413,-38.5445,10,5.9,mww,,46,9.686,0.78,us,us100095ed,2017-09-27T02:03:19.040Z,"Northern Mid-Atlantic Ridge",earthquake,8.1,1.8,0.068,21,reviewed,us,us
2017-06-30T22:29:45.140Z,-0.2849,-80.4927,13,6,mww,,27,1.953,0.84,us,us100095nr,2020-01-03T00:12:18.291Z,"35km NNW of Bahia de Caraquez, Ecuador",earthquake,5.5,1.7,0.048,42,reviewed,us,us
2017-07-02T09:58:50.820Z,-27.368,-176.4143,16,5.8,mww,,54,2.297,1.29,us,us100095ut,2017-10-03T00:47:45.040Z,"255km NE of Raoul Island, New Zealand",earthquake,8.2,1.7,0.048,41,reviewed,us,us
2017-07-02T12:40:08.110Z,-27.4381,-176.2176,16,5.5,mww,,129,2.348,1.28,us,us100095v5,2017-10-03T00:47:45.040Z,"261km NE of Raoul Island, New Zealand",earthquake,9.2,1.8,0.06,27,reviewed,us,us
2017-07-04T16:05:58.900Z,-35.5047,-73.3356,13,5.9,mww,,81,1.246,0.9,us,us100096p0,2017-10-03T00:47:48.040Z,"86km WSW of Constitucion, Chile",earthquake,5.8,1.3,0.052,35,reviewed,us,us
2017-07-06T06:30:17.000Z,46.8811,-112.5753,12.18,5.8,mww,,62,0.214,0.59,us,us10009757,2019-11-25T17:08:52.423Z,"11km SE of Lincoln, Montana",earthquake,5.5,3.9,0.021,212,reviewed,us,us
2017-07-06T08:03:57.550Z,11.1269,124.6286,9,6.5,mww,,30,4.139,0.65,us,us1000976a,2020-01-03T00:12:44.893Z,"2km S of Lim-oo, Philippines",earthquake,6.9,1.8,0.047,44,reviewed,us,us
2017-07-07T03:42:52.030Z,-6.684,147.7451,36,5.7,mww,,17,2.764,0.97,us,us100097jz,2020-01-03T00:13:09.247Z,"16km WSW of Finschhafen, Papua New Guinea",earthquake,8,1.8,0.071,19,reviewed,us,us
2017-07-08T07:27:37.850Z,-22.5532,173.1002,25.75,5.7,mww,,74,4.823,0.84,us,us10009846,2017-10-03T00:47:54.040Z,"109km E of Ile Hunter, New Caledonia",earthquake,8.4,3.9,0.058,29,reviewed,us,us
2017-07-09T05:57:01.990Z,-56.0701,-27.5426,60.89,5.5,mww,,44,5.43,0.86,us,us100098bt,2017-10-06T23:56:10.040Z,"73km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",earthquake,9.2,3.9,0.069,20,reviewed,us,us
2017-07-10T01:41:48.220Z,10.9893,124.784,7.1,5.8,mww,,35,3.973,0.9,us,us100098gc,2020-01-03T00:13:21.989Z,"5km NW of San Pedro, Philippines",earthquake,7.5,2.2,0.061,26,reviewed,us,us
2017-07-10T15:37:24.250Z,-36.1552,-100.6233,10,5.7,mww,,67,21.715,0.89,us,us100098ju,2017-10-06T23:56:12.040Z,"Southeast of Easter Island",earthquake,12.6,1.8,0.071,19,reviewed,us,us
2017-07-11T07:00:01.190Z,-49.4837,164.0157,10,6.6,mww,,37,3.773,1.5,us,us100098qm,2017-10-06T23:56:13.040Z,"204km NW of Auckland Island, New Zealand",earthquake,7.2,1.7,0.057,30,reviewed,us,us
2017-07-12T09:08:17.520Z,-35.3911,-73.265,10,5.6,mww,,91,1.355,0.71,us,us1000991f,2017-10-06T23:56:15.040Z,"77km W of Constitucion, Chile",earthquake,6.2,1.8,0.068,21,reviewed,us,us
2017-07-12T19:48:07.810Z,40.8551,131.6637,545,5.9,mww,,25,3.35,1.02,us,us20009vsi,2018-04-20T07:36:00.528Z,"179km ESE of Hoemul-li, North Korea",earthquake,8,1.9,0.045,48,reviewed,us,us
2017-07-13T03:36:08.640Z,-4.7787,153.2109,34,6.4,mww,,15,6.435,0.81,us,us20009vvi,2020-01-03T01:04:32.004Z,"39km SSE of Taron, Papua New Guinea",earthquake,7.6,1.5,0.073,18,reviewed,us,us
2017-07-15T12:12:21.490Z,0.4098,121.9844,113,5.9,mww,,15,1.389,1.07,us,us20009wjw,2020-01-03T01:04:47.804Z,"42km WSW of Tilamuta, Indonesia",earthquake,6.9,1.8,0.053,34,reviewed,us,us
2017-07-16T17:06:43.140Z,-20.3797,-173.461,15.5,5.6,mww,,70,3.572,1.34,us,us20009wsf,2017-10-11T01:03:49.040Z,"112km SE of Pangai, Tonga",earthquake,8.4,1.8,0.073,18,reviewed,us,us
2017-07-17T01:20:32.170Z,-20.3736,-173.3744,7,5.7,mww,,26,3.494,1.38,us,us20009wu6,2017-10-11T01:03:50.040Z,"120km ESE of Pangai, Tonga",earthquake,8.4,1.7,0.089,12,reviewed,us,us
2017-07-17T11:05:09.060Z,54.5802,168.6484,9,6.3,mww,,42,3.736,0.77,us,us20009wwj,2017-10-11T01:03:50.040Z,"183km ESE of Nikol'skoye, Russia",earthquake,7.6,1.8,0.05,39,reviewed,us,us
2017-07-17T23:34:13.740Z,54.4434,168.857,10,7.7,mww,,13,3.564,0.68,us,us20009x42,2018-10-17T21:53:36.593Z,"202km ESE of Nikol'skoye, Russia",earthquake,7,1.8,0.036,73,reviewed,us,us
2017-07-18T02:05:19.750Z,-16.4161,-73.6357,43.68,6.4,mww,,49,3.697,0.7,us,us20009x7r,2020-01-03T01:05:01.896Z,"101km WNW of Camana, Peru",earthquake,7.2,3.8,0.066,22,reviewed,us,us
2017-07-18T13:04:07.760Z,-56.9706,-141.4099,10,5.7,mww,,88,32.85,0.96,us,us20009y4v,2017-10-11T01:03:54.040Z,"Pacific-Antarctic Ridge",earthquake,14.7,1.8,0.086,13,reviewed,us,us
2017-07-19T12:16:23.560Z,-17.4154,66.4836,10,6,mww,,42,3.759,0.78,us,us20009xz4,2018-03-01T20:59:37.877Z,"Mauritius - Reunion region",earthquake,8.7,1.8,0.042,54,reviewed,us,us
2017-07-20T00:11:24.830Z,37.417,141.5859,31,5.8,mww,,39,0.776,0.7,us,us20009yb7,2020-01-03T01:05:32.020Z,"52km E of Namie, Japan",earthquake,5.8,1.8,0.063,24,reviewed,us,us
2017-07-20T22:31:11.260Z,36.9293,27.4139,7,6.6,mww,,16,0.913,0.78,us,us20009ynd,2020-01-03T01:05:46.917Z,"11km ENE of Kos, Greece",earthquake,4.3,1.7,0.058,29,reviewed,us,us
2017-07-21T08:59:06.590Z,-18.0537,169.1726,6.27,5.5,mww,,46,3.265,0.67,us,us20009yvq,2017-10-11T01:04:00.040Z,"96km ESE of Port-Vila, Vanuatu",earthquake,7.8,1.3,0.066,22,reviewed,us,us
2017-07-23T07:55:55.780Z,0.3096,120.2036,67,5.5,mww,,35,0.983,0.89,us,us20009zyk,2020-01-03T01:06:27.223Z,"63km SW of Tinabogan, Indonesia",earthquake,5.7,1.7,0.066,22,reviewed,us,us
2017-07-23T15:35:40.930Z,40.0387,143.4878,10,5.6,mww,,101,1.99,0.65,us,us2000a02t,2017-10-14T00:19:36.040Z,"138km ENE of Miyako, Japan",earthquake,5.9,1.8,0.086,13,reviewed,us,us
2017-07-26T10:32:57.430Z,26.8975,130.1836,12,6,mww,,24,1.422,0.71,us,us2000a18e,2017-10-14T00:19:41.040Z,"176km SSE of Naze, Japan",earthquake,4.7,1.6,0.046,46,reviewed,us,us
2017-07-27T12:08:38.400Z,-3.5583,126.0847,15.58,5.8,mww,,30,4.147,1.11,us,us2000a1qs,2020-01-03T01:06:40.553Z,"53km WNW of Leksula, Indonesia",earthquake,6.9,3.3,0.059,28,reviewed,us,us
2017-07-27T17:53:24.610Z,13.396,-49.3259,10,6,mww,,29,8.86,0.87,us,us2000a1uk,2017-10-14T00:19:43.040Z,"North Atlantic Ocean",earthquake,7.6,1.7,0.078,16,reviewed,us,us
2017-07-28T02:39:15.700Z,54.3029,169.3011,10,5.5,mww,,28,3.269,0.91,us,us2000a21g,2017-10-14T00:19:43.040Z,"235km ESE of Nikol'skoye, Russia",earthquake,7.8,1.7,0.073,18,reviewed,us,us
2017-07-30T21:00:49.190Z,46.1244,151.0773,86,5.7,mww,,30,5.798,0.78,us,us2000a2r4,2017-10-18T01:54:10.040Z,"267km ENE of Kuril'sk, Russia",earthquake,7.7,1.9,0.066,22,reviewed,us,us
2017-08-01T06:13:56.430Z,-28.545,-68.8943,110,5.6,mww,,24,1.246,1.14,us,us2000a34a,2017-10-18T01:54:12.040Z,"71km WNW of Vinchina, Argentina",earthquake,6.2,1.8,0.059,28,reviewed,us,us
2017-08-05T00:30:41.230Z,6.1147,125.415,76,5.8,mww,,15,0.962,0.86,us,us2000a4zc,2020-01-03T01:06:54.584Z,"6km NNE of Suyan, Philippines",earthquake,6.7,1.8,0.054,33,reviewed,us,us
2017-08-06T00:15:09.900Z,-10.2334,161.4827,70,5.8,mww,,16,1.706,0.76,us,us2000a59l,2020-01-03T01:07:08.045Z,"53km WNW of Kirakira, Solomon Islands",earthquake,8,1.8,0.068,21,reviewed,us,us
2017-08-06T19:32:06.270Z,-47.2884,99.8671,10,5.6,mww,,58,18.916,1.17,us,us2000a5dp,2017-10-25T00:38:00.040Z,"Southeast Indian Ridge",earthquake,11.8,1.8,0.073,18,reviewed,us,us
2017-08-07T06:26:43.700Z,-5.4347,151.5815,31,5.8,mww,,17,1.204,0.97,us,us2000a5g1,2020-01-03T01:07:21.347Z,"141km SSW of Kokopo, Papua New Guinea",earthquake,7,1.6,0.06,27,reviewed,us,us
2017-08-07T12:02:50.860Z,-3.3805,146.8642,10,5.5,mww,,31,1.419,0.85,us,us2000a5hd,2017-10-25T00:38:01.040Z,"156km SSW of Lorengau, Papua New Guinea",earthquake,7.4,1.9,0.08,15,reviewed,us,us
2017-08-07T12:12:11.710Z,-3.3488,146.7884,10,5.7,mww,,28,1.419,0.66,us,us2000a5hh,2017-10-25T00:38:01.040Z,"156km SSW of Lorengau, Papua New Guinea",earthquake,7.2,1.8,0.071,19,reviewed,us,us
2017-08-08T13:19:49.540Z,33.1926,103.8552,9,6.5,mww,,22,11.411,0.77,us,us2000a5x1,2020-01-03T01:07:35.134Z,"36km WSW of Yongle, China",earthquake,4.3,1.7,0.043,52,reviewed,us,us
2017-08-08T23:27:53.080Z,44.3023,82.8317,20,6.3,mww,,20,2.52,0.89,us,us2000a65e,2020-01-03T01:07:54.966Z,"109km SSE of Dostyq, Kazakhstan",earthquake,5.9,1.8,0.053,34,reviewed,us,us
2017-08-09T05:40:39.290Z,52.4023,-169.0496,29,5.5,mww,,119,0.563,1.17,us,us2000a68x,2019-06-19T14:13:58.630Z,"60km SSW of Nikolski, Alaska",earthquake,6,1.8,0.061,26,reviewed,us,us
2017-08-09T05:48:27.010Z,52.4708,-169.1409,29,5.5,mww,,67,0.475,1.24,us,us2000a690,2019-06-19T14:13:59.600Z,"55km SSW of Nikolski, Alaska",earthquake,4.8,1.8,0.058,29,reviewed,us,us
2017-08-10T09:51:51.020Z,-25.0092,-13.6001,10,5.5,mww,,42,28.161,1.08,us,us2000a6ul,2017-10-25T00:38:06.040Z,"Southern Mid-Atlantic Ridge",earthquake,11.2,1.8,0.083,14,reviewed,us,us
2017-08-11T05:28:25.790Z,14.0065,120.7391,172,6.2,mww,,17,0.214,0.81,us,us2000a77i,2020-01-03T01:08:23.509Z,"1km SE of Tuy, Philippines",earthquake,6.6,1.9,0.045,47,reviewed,us,us
2017-08-11T21:45:09.400Z,-16.2986,-73.4744,41,5.6,mww,,59,3.632,0.71,us,us2000a7gq,2020-01-03T01:08:43.135Z,"89km WNW of Camana, Peru",earthquake,7.2,1.8,0.065,23,reviewed,us,us
2017-08-12T12:54:13.590Z,-30.2412,-72.1598,9,5.8,mww,,87,0.86,1.03,us,us2000a7kk,2017-10-25T00:38:10.040Z,"84km WSW of Coquimbo, Chile",earthquake,4.7,1.7,0.052,35,reviewed,us,us
2017-08-13T03:08:10.560Z,-3.7682,101.6228,31,6.4,mww,,26,1.453,0.9,us,us2000a7q2,2020-01-03T01:09:09.468Z,"71km W of Bengkulu, Indonesia",earthquake,5.8,1.7,0.057,30,reviewed,us,us
2017-08-13T16:51:24.050Z,-10.7214,-74.5662,32,5.8,mww,,73,2.562,0.98,us,us2000a7ta,2020-01-03T01:09:25.164Z,"59km N of Satipo, Peru",earthquake,2,1.8,0.063,24,reviewed,us,us
